id,contig,start,end,strand,function_num
WP_000003566.1,NC_002745.2,1114313,1115371,+,11
WP_000908969.1,NC_002745.2,1115371,1117773,+,11
WP_001284282.1,NC_002745.2,1118205,1119143,-,11
WP_000234068.1,NC_002745.2,1119780,1120301,+,9
WP_000161938.1,NC_002745.2,1120374,1122086,+,11
WP_001249275.1,NC_002745.2,1122096,1124444,+,11
WP_001018928.1,NC_002745.2,1124617,1124931,+,11
WP_001788625.1,NC_002745.2,1124994,1125089,-,9
WP_000390524.1,NC_002745.2,1125255,1127036,+,10
WP_000079317.1,NC_002745.2,1127360,1127974,+,8
WP_000818278.1,NC_002745.2,1128026,1129792,+,11
WP_000139712.1,NC_002745.2,1129792,1130607,+,11
WP_001039659.1,NC_002745.2,1130843,1131643,+,11
WP_000659319.1,NC_002745.2,1131655,1132242,+,11
WP_000049484.1,NC_002745.2,1132235,1132738,+,6
WP_001791787.1,NC_002745.2,1132866,1133033,+,9
WP_000739210.1,NC_002745.2,1133227,1133556,+,11
WP_000739564.1,NC_002745.2,1133925,1134326,-,11
WP_000584398.1,NC_002745.2,1134996,1135502,+,8
WP_000791581.1,NC_002745.2,1135762,1136259,+,11
WP_000669537.1,NC_002745.2,1136409,1136759,+,11
WP_001032817.1,NC_002745.2,1137525,1137710,-,9
WP_000231632.1,NC_002745.2,1138332,1138565,-,9
WP_001557163.1,NC_002745.2,1139084,1140403,+,10
WP_000857488.1,NC_002745.2,1140562,1141521,-,11
WP_000765708.1,NC_002745.2,1142194,1142340,+,11
WP_001802045.1,NC_002745.2,1142297,1142521,+,11
WP_000041897.1,NC_002745.2,1143011,1143727,-,11
WP_001063553.1,NC_002745.2,1143835,1144560,-,11
WP_000739531.1,NC_002745.2,1144655,1145380,-,11
WP_000793607.1,NC_002745.2,1145818,1146819,+,11
WP_001074342.1,NC_002745.2,1146842,1147774,+,11
WP_000432078.1,NC_002745.2,1147946,1149502,+,8
WP_000149423.1,NC_002745.2,1149809,1150036,+,11
WP_001239282.1,NC_002745.2,1150342,1151289,-,8
WP_001245796.1,NC_002745.2,1151538,1151726,+,7
WP_000398672.1,NC_002745.2,1152631,1152765,+,9
WP_000147103.1,NC_002745.2,1152822,1152956,+,9
WP_001788648.1,NC_002745.2,1153080,1153775,+,11
WP_001289711.1,NC_002745.2,1153884,1154324,-,11
WP_000340465.1,NC_002745.2,1154519,1156132,+,4
WP_000480800.1,NC_002745.2,1156276,1156707,+,11
WP_000468384.1,NC_002745.2,1156723,1157658,+,11
WP_000257598.1,NC_002745.2,1157672,1158073,+,11
WP_001118652.1,NC_002745.2,1158054,1160288,+,11
WP_000578458.1,NC_002745.2,1160580,1161545,+,8
WP_000935991.1,NC_002745.2,1161547,1162896,+,11
WP_000342182.1,NC_002745.2,1162912,1164231,+,11
WP_000391031.1,NC_002745.2,1164337,1165749,+,11
WP_000888997.1,NC_002745.2,1165782,1166954,+,5
WP_000999342.1,NC_002745.2,1167214,1168005,+,11
WP_001548498.1,NC_002745.2,1168029,1168697,+,11
WP_000018608.1,NC_002745.2,1168694,1169257,+,11
WP_000354114.1,NC_002745.2,1169269,1169559,+,8
WP_000607104.1,NC_002745.2,1169669,1170448,+,11
WP_001117064.1,NC_002745.2,1170472,1171089,+,5
WP_000384691.1,NC_002745.2,1171310,1174063,+,4
WP_000274855.1,NC_002745.2,1174354,1175151,+,11
WP_000549207.1,NC_002745.2,1175975,1176466,+,11
WP_000451294.1,NC_002745.2,1176466,1177383,+,11
WP_000003870.1,NC_002745.2,1177783,1178310,+,11
WP_001178619.1,NC_002745.2,1178528,1179835,+,11
WP_001016166.1,NC_002745.2,1179863,1180744,+,11
WP_000767028.1,NC_002745.2,1180762,1182036,+,11
WP_001190913.1,NC_002745.2,1182038,1183138,+,11
WP_001126259.1,NC_002745.2,1183131,1186304,+,11
WP_000654067.1,NC_002745.2,1186414,1187106,+,11
WP_001040248.1,NC_002745.2,1187106,1187717,+,11
WP_000998557.1,NC_002745.2,1187747,1187959,+,9
WP_000354180.1,NC_002745.2,1188396,1188797,+,11
WP_000312768.1,NC_002745.2,1189060,1190757,-,4
WP_000368226.1,NC_002745.2,1191032,1191655,+,6
WP_000933956.1,NC_002745.2,1191655,1191873,+,7
WP_000722165.1,NC_002745.2,1192089,1193288,+,11
WP_000560839.1,NC_002745.2,1193288,1195696,+,4
WP_000751704.1,NC_002745.2,1196202,1197155,+,4
WP_001198024.1,NC_002745.2,1197318,1197521,-,11
WP_000985293.1,NC_002745.2,1197820,1198308,+,11
WP_000161291.1,NC_002745.2,1198301,1199236,+,11
WP_000572235.1,NC_002745.2,1199233,1200540,+,4
WP_000626897.1,NC_002745.2,1200543,1201637,+,11
WP_000888486.1,NC_002745.2,1201644,1202387,+,6
WP_000579563.1,NC_002745.2,1202384,1204378,+,11
WP_000847936.1,NC_002745.2,1204606,1205481,+,4
WP_000164332.1,NC_002745.2,1205482,1206126,+,11
WP_000547910.1,NC_002745.2,1206133,1206774,+,11
WP_000517908.1,NC_002745.2,1207155,1207343,-,11
WP_000171418.1,NC_002745.2,1207786,1208160,+,11
WP_000623903.1,NC_002745.2,1208175,1209821,+,11
WP_001151509.1,NC_002745.2,1210011,1212071,+,4
WP_001548538.1,NC_002745.2,1212274,1212846,+,11
WP_000239753.1,NC_002745.2,1212851,1213837,+,11
WP_000047343.1,NC_002745.2,1213830,1214756,+,11
WP_000167269.1,NC_002745.2,1214749,1215483,+,11
WP_000426914.1,NC_002745.2,1215918,1216151,+,11
WP_000043237.1,NC_002745.2,1216267,1216998,+,11
WP_000262698.1,NC_002745.2,1217145,1220711,+,11
WP_000007678.1,NC_002745.2,1220711,1221961,+,11
WP_000531320.1,NC_002745.2,1221948,1222280,+,9
WP_000863468.1,NC_002745.2,1222306,1223673,+,11
WP_000268754.1,NC_002745.2,1224108,1224383,+,11
WP_001261987.1,NC_002745.2,1224571,1225074,+,11
WP_000687330.1,NC_002745.2,1225074,1225811,+,11
WP_000181402.1,NC_002745.2,1225914,1226264,+,3
WP_000915238.1,NC_002745.2,1226508,1229114,-,11
WP_000236726.1,NC_002745.2,1229515,1230399,+,4
WP_000176393.1,NC_002745.2,1230383,1231150,+,11
WP_001020801.1,NC_002745.2,1231259,1232425,+,11
WP_000110253.1,NC_002745.2,1232447,1233355,+,11
WP_001041666.1,NC_002745.2,1233582,1234700,+,1
WP_000672869.1,NC_002745.2,1234728,1235972,+,11
WP_000593194.1,NC_002745.2,1236145,1237017,+,9
WP_001557331.1,NC_002745.2,1237191,1239266,+,4
WP_000195254.1,NC_002745.2,1239422,1240729,+,4
WP_001015601.1,NC_002745.2,1241147,1242043,+,10
WP_000072681.1,NC_002745.2,1242040,1242585,+,11
WP_000379044.1,NC_002745.2,1242651,1244054,+,11
WP_000055337.1,NC_002745.2,1244079,1244852,+,11
WP_031761472.1,NC_002745.2,1244926,1245000,+,9
WP_000268484.1,NC_002745.2,1245199,1245966,+,11
WP_001789890.1,NC_002745.2,1246000,1246113,+,9
WP_000201392.1,NC_002745.2,1246148,1247029,+,5
WP_000057330.1,NC_002745.2,1247166,1247888,+,11
WP_001280006.1,NC_002745.2,1247907,1248461,+,5
WP_000473699.1,NC_002745.2,1248834,1249604,+,9
WP_000868413.1,NC_002745.2,1249611,1250393,+,8
WP_000121119.1,NC_002745.2,1250605,1251891,+,11
WP_000814094.1,NC_002745.2,1251911,1253614,+,11
WP_001801936.1,NC_002745.2,1253878,1258188,+,4
WP_000036633.1,NC_002745.2,1258478,1258945,+,11
WP_000097460.1,NC_002745.2,1258966,1260141,+,11
WP_000727423.1,NC_002745.2,1260162,1260446,+,11
WP_000020853.1,NC_002745.2,1260443,1260760,+,11
WP_000043635.1,NC_002745.2,1260765,1262882,+,11
WP_000097322.1,NC_002745.2,1263268,1263618,+,11
WP_000282298.1,NC_002745.2,1263787,1264704,+,11
WP_000864185.1,NC_002745.2,1264719,1265690,+,11
WP_001018328.1,NC_002745.2,1265805,1266074,+,11
WP_000076690.1,NC_002745.2,1266443,1268539,+,11
WP_000052590.1,NC_002745.2,1268775,1270448,+,11
WP_000035746.1,NC_002745.2,1270705,1273071,+,8
WP_001293312.1,NC_002745.2,1273076,1273789,+,11
WP_000089941.1,NC_002745.2,1273820,1275085,+,11
WP_000664775.1,NC_002745.2,1275085,1276371,+,5
WP_000646228.1,NC_002745.2,1276371,1277075,+,11
WP_000214890.1,NC_002745.2,1277180,1278007,+,11
WP_000859443.1,NC_002745.2,1278026,1278418,+,11
WP_001025093.1,NC_002745.2,1278452,1279030,+,11
WP_000020347.1,NC_002745.2,1279254,1280405,+,11
WP_000368166.1,NC_002745.2,1280570,1281613,+,11
WP_001050913.1,NC_002745.2,1281967,1283526,+,11
WP_000026308.1,NC_002745.2,1283823,1284038,-,9
WP_001222105.1,NC_002745.2,1284212,1285009,+,11
WP_000804320.1,NC_002745.2,1285149,1286909,+,11
WP_000190138.1,NC_002745.2,1286910,1287776,+,11
WP_000655666.1,NC_002745.2,1287870,1288163,+,11
WP_001001524.1,NC_002745.2,1288297,1289841,+,4
WP_000282386.1,NC_002745.2,1289842,1290207,+,9
WP_000842277.1,NC_002745.2,1290234,1290725,+,11
WP_000073352.1,NC_002745.2,1291028,1293646,+,11
WP_000516269.1,NC_002745.2,1293659,1295668,+,4
WP_001077635.1,NC_002745.2,1295674,1296216,+,11
WP_001103743.1,NC_002745.2,1296691,1297509,+,1
WP_000417372.1,NC_002745.2,1297638,1299134,+,11
WP_001218596.1,NC_002745.2,1299292,1300965,+,11
WP_000136952.1,NC_002745.2,1301115,1302029,+,11
WP_001548613.1,NC_002745.2,1302047,1302982,+,11
WP_000561358.1,NC_002745.2,1302997,1303230,+,9
WP_000448078.1,NC_002745.2,1303452,1303928,-,11
WP_000068617.1,NC_002745.2,1304040,1305278,+,11
WP_000652047.1,NC_002745.2,1305297,1306535,+,11
WP_000624945.1,NC_002745.2,1306778,1307146,+,7
WP_001126606.1,NC_002745.2,1307165,1308505,+,11
WP_001793526.1,NC_002745.2,1308998,1309195,+,7
WP_000196392.1,NC_002745.2,1309779,1309907,+,7
WP_001795785.1,NC_002745.2,1309882,1310106,+,7
WP_001002340.1,NC_002745.2,1310400,1310606,+,7
WP_001788716.1,NC_002745.2,1311306,1311416,+,9
WP_000006110.1,NC_002745.2,1311840,1312025,+,7
WP_000477492.1,NC_002745.2,1312536,1312640,+,9
WP_000956747.1,NC_002745.2,1312768,1313019,+,11
WP_001053372.1,NC_002745.2,1313742,1313936,+,9
WP_000622700.1,NC_002745.2,1314480,1315505,-,11
WP_000435068.1,NC_002745.2,1315775,1315972,+,9
WP_001270822.1,NC_002745.2,1316029,1317510,+,11
WP_000593436.1,NC_002745.2,1317685,1318593,+,9
WP_000603970.1,NC_002745.2,1318562,1319293,+,8
WP_000670307.1,NC_002745.2,1319297,1320388,+,9
WP_000202390.1,NC_002745.2,1320385,1320987,+,11
WP_001027143.1,NC_002745.2,1321100,1321288,-,8
WP_000841351.1,NC_002745.2,1321427,1321960,+,11
WP_000011826.1,NC_002745.2,1322105,1322959,-,11
WP_001803470.1,NC_002745.2,1323290,1323865,+,11
WP_000868645.1,NC_002745.2,1323919,1325301,-,11
WP_000735864.1,NC_002745.2,1325492,1326772,+,11
WP_001255461.1,NC_002745.2,1326778,1327839,+,11
WP_000073180.1,NC_002745.2,1327841,1328755,+,11
WP_000186309.1,NC_002745.2,1328813,1329616,+,6
WP_000580201.1,NC_002745.2,1329909,1330223,-,11
WP_001791963.1,NC_002745.2,1330198,1330302,-,9
WP_000389956.1,NC_002745.2,1330441,1331895,-,8
WP_000082539.1,NC_002745.2,1332099,1333616,+,5
WP_001265708.1,NC_002745.2,1333707,1333856,+,11
WP_001085655.1,NC_002745.2,1334310,1334579,+,7
WP_000688122.1,NC_002745.2,1334736,1335713,+,11
WP_001797872.1,NC_002745.2,1335735,1336751,+,11
WP_001208755.1,NC_002745.2,1337131,1337754,-,11
WP_000499650.1,NC_002745.2,1337897,1338130,+,11
WP_000071351.1,NC_002745.2,1338267,1338506,+,7
WP_000481443.1,NC_002745.2,1338627,1340615,+,11
WP_000246909.1,NC_002745.2,1340893,1341135,+,11
WP_001789897.1,NC_002745.2,1341122,1341220,+,9
WP_000966142.1,NC_002745.2,1341314,1341781,+,11
WP_000691301.1,NC_002745.2,1341905,1343026,+,11
WP_000803135.1,NC_002745.2,1343030,1346059,+,11
WP_000910489.1,NC_002745.2,1346130,1346492,-,11
WP_001088978.1,NC_002745.2,1346696,1348342,+,8
WP_000729744.1,NC_002745.2,1349289,1351994,+,11
WP_000640487.1,NC_002745.2,1352174,1352641,+,11
WP_001165377.1,NC_002745.2,1352848,1353144,-,11
WP_000972779.1,NC_002745.2,1353520,1354128,-,8
WP_001557340.1,NC_002745.2,1354334,1356325,+,11
WP_001289562.1,NC_002745.2,1356325,1358727,+,4
WP_000651160.1,NC_002745.2,1358977,1360437,+,11
WP_000505015.1,NC_002745.2,1360937,1361788,+,11
WP_001788758.1,NC_002745.2,1361763,1361930,+,9
WP_001004752.1,NC_002745.2,1361923,1363131,+,8
WP_001071136.1,NC_002745.2,1363612,1366134,+,8
WP_001024830.1,NC_002745.2,1366337,1366846,-,11
WP_000356975.1,NC_002745.2,1366983,1367966,+,11
WP_001123276.1,NC_002745.2,1368054,1368239,-,11
WP_000283016.1,NC_002745.2,1368387,1369649,+,11
WP_000214278.1,NC_002745.2,1369786,1370877,-,11
WP_000433354.1,NC_002745.2,1371042,1372073,+,11
WP_000350970.1,NC_002745.2,1372565,1373971,+,11
WP_000604816.1,NC_002745.2,1373968,1374534,+,6
WP_000173833.1,NC_002745.2,1374540,1375538,+,11
WP_000153613.1,NC_002745.2,1375540,1376322,+,11
WP_000768192.1,NC_002745.2,1376322,1376954,+,11
WP_001041351.1,NC_002745.2,1376947,1378161,+,11
WP_000163628.1,NC_002745.2,1378154,1378882,+,11
WP_000673315.1,NC_002745.2,1379204,1380466,+,11
WP_000673098.1,NC_002745.2,1380485,1381744,+,11
WP_001079525.1,NC_002745.2,1382033,1382779,+,9
WP_001213021.1,NC_002745.2,1383009,1383776,+,6
WP_000523668.1,NC_002745.2,1383824,1384297,-,11
WP_000571259.1,NC_002745.2,1384421,1385122,-,11
WP_000052315.1,NC_002745.2,1385115,1385888,-,11
WP_000548936.1,NC_002745.2,1385875,1386705,-,9
WP_000469951.1,NC_002745.2,1386698,1387684,-,9
WP_001791844.1,NC_002745.2,1387855,1388040,-,9
WP_000171798.1,NC_002745.2,1387988,1388332,-,8
WP_000077571.1,NC_002745.2,1388537,1390351,+,11
WP_000974847.1,NC_002745.2,1390491,1391132,-,11
WP_000079447.1,NC_002745.2,1391139,1391990,-,8
WP_000450297.1,NC_002745.2,1392037,1392954,-,11
WP_000204619.1,NC_002745.2,1392956,1393882,-,11
WP_000759232.1,NC_002745.2,1394073,1395056,-,11
WP_001162352.1,NC_002745.2,1396031,1396933,-,11
WP_000942303.1,NC_002745.2,1397080,1398681,+,11
WP_000258716.1,NC_002745.2,1399743,1400948,+,11
WP_000163523.1,NC_002745.2,1401012,1402001,+,11
WP_000149278.1,NC_002745.2,1402003,1402890,+,5
WP_000698231.1,NC_002745.2,1402887,1403609,+,11
WP_000249839.1,NC_002745.2,1403636,1404355,+,11
WP_001003789.1,NC_002745.2,1404498,1405649,+,4
WP_000127595.1,NC_002745.2,1405654,1406739,+,11
WP_000216946.1,NC_002745.2,1406729,1407994,+,11
WP_000876201.1,NC_002745.2,1408234,1408635,-,8
WP_000809131.1,NC_002745.2,1408832,1409032,-,6
WP_000269923.1,NC_002745.2,1409203,1409511,-,11
WP_001215907.1,NC_002745.2,1409674,1409943,+,11
WP_001788788.1,NC_002745.2,1409962,1410591,+,11
WP_000138415.1,NC_002745.2,1410623,1411759,+,11
WP_001039275.1,NC_002745.2,1411832,1413175,-,8
WP_001283678.1,NC_002745.2,1413401,1415287,-,11
WP_001185421.1,NC_002745.2,1415301,1416092,-,11
WP_000902175.1,NC_002745.2,1416273,1416476,-,11
WP_000334518.1,NC_002745.2,1416505,1417314,-,11
WP_001115439.1,NC_002745.2,1417894,1419162,-,5
WP_000180688.1,NC_002745.2,1419176,1421908,-,4
WP_000166801.1,NC_002745.2,1422192,1423547,-,9
WP_000184336.1,NC_002745.2,1424658,1424858,-,11
WP_000084769.1,NC_002745.2,1424975,1425589,-,8
WP_000160906.1,NC_002745.2,1425606,1426676,-,11
WP_000620194.1,NC_002745.2,1426688,1427197,-,6
WP_000342131.1,NC_002745.2,1427597,1429087,-,11
WP_000801007.1,NC_002745.2,1429279,1429500,-,11
WP_000473653.1,NC_002745.2,1429500,1430000,-,11
WP_000913317.1,NC_002745.2,1430012,1430440,-,6
WP_000159900.1,NC_002745.2,1430433,1430966,-,11
WP_000166063.1,NC_002745.2,1431052,1431891,-,11
WP_000175746.1,NC_002745.2,1431906,1432385,-,11
WP_000934894.1,NC_002745.2,1432585,1433541,-,4
WP_000995287.1,NC_002745.2,1433965,1434402,-,11
WP_000404645.1,NC_002745.2,1434418,1435542,-,11
WP_000691942.1,NC_002745.2,1435580,1435831,-,11
WP_031888515.1,NC_002745.2,1435843,1436037,-,7
WP_000282171.1,NC_002745.2,1436282,1436986,+,11
WP_001062946.1,NC_002745.2,1437468,1437869,+,11
WP_000414695.1,NC_002745.2,1470200,1471591,-,8
WP_000064778.1,NC_002745.2,1471747,1473069,-,11
WP_000210817.1,NC_002745.2,1473100,1474140,-,11
WP_000959424.1,NC_002745.2,1474235,1475353,-,11
WP_001133021.1,NC_002745.2,1475829,1476707,-,11
WP_000608509.1,NC_002745.2,1476727,1480167,-,11
WP_000798987.1,NC_002745.2,1480471,1481811,+,11
WP_000516798.1,NC_002745.2,1482017,1482349,-,1
WP_000487154.1,NC_002745.2,1482433,1483578,-,11
WP_001286320.1,NC_002745.2,1484229,1484573,-,7
WP_000241308.1,NC_002745.2,1484587,1485150,-,11
WP_001000806.1,NC_002745.2,1485143,1485493,-,3
WP_001788819.1,NC_002745.2,1485548,1485727,-,9
WP_001108889.1,NC_002745.2,1486033,1486659,+,11
WP_000138336.1,NC_002745.2,1486656,1488839,+,11
WP_000182021.1,NC_002745.2,1489405,1489746,-,3
WP_000253765.1,NC_002745.2,1489751,1490410,-,4
WP_000362218.1,NC_002745.2,1490400,1491086,-,11
WP_000858779.1,NC_002745.2,1491414,1492706,-,11
WP_000525078.1,NC_002745.2,1493028,1495721,-,4
WP_000049921.1,NC_002745.2,1495745,1496716,-,9
WP_000361540.1,NC_002745.2,1496703,1497905,-,11
WP_000690025.1,NC_002745.2,1497910,1499052,-,6
WP_000839926.1,NC_002745.2,1499296,1499613,-,11
WP_001827022.1,NC_002745.2,1499949,1500629,-,6
WP_000154683.1,NC_002745.2,1500701,1501288,-,8
WP_000005212.1,NC_002745.2,1501278,1501853,-,9
WP_000389524.1,NC_002745.2,1501867,1503111,-,11
WP_000253231.1,NC_002745.2,1503118,1504416,-,11
WP_000776312.1,NC_002745.2,1504426,1505490,-,6
WP_001269921.1,NC_002745.2,1505516,1506682,-,11
WP_000789522.1,NC_002745.2,1507068,1507268,-,9
WP_000442480.1,NC_002745.2,1507477,1507926,-,6
WP_001096471.1,NC_002745.2,1508018,1508977,-,10
WP_000774684.1,NC_002745.2,1508979,1509704,-,11
WP_000450555.1,NC_002745.2,1509707,1510279,-,9
WP_001043863.1,NC_002745.2,1510710,1510982,-,4
WP_000161745.1,NC_002745.2,1511153,1512151,-,11
WP_000165530.1,NC_002745.2,1512168,1513478,-,11
WP_000133961.1,NC_002745.2,1513700,1514875,-,11
WP_001800578.1,NC_002745.2,1515132,1515323,-,9
WP_000644391.1,NC_002745.2,1515587,1516246,-,11
WP_000681757.1,NC_002745.2,1516323,1517291,+,11
WP_001174258.1,NC_002745.2,1517406,1518392,-,11
WP_001792205.1,NC_002745.2,1518553,1518669,-,9
WP_000069289.1,NC_002745.2,1518794,1520254,-,11
WP_000902099.1,NC_002745.2,1520407,1521786,-,4
WP_001163801.1,NC_002745.2,1521776,1522729,-,11
WP_001151997.1,NC_002745.2,1522837,1523085,+,11
WP_001186912.1,NC_002745.2,1523191,1523736,-,11
WP_000913243.1,NC_002745.2,1524138,1525094,-,4
WP_000476346.1,NC_002745.2,1525565,1526461,-,4
WP_000476865.1,NC_002745.2,1526519,1527424,-,11
WP_001033761.1,NC_002745.2,1527514,1529676,-,11
WP_001557355.1,NC_002745.2,1529669,1530595,-,4
WP_000987774.1,NC_002745.2,1530839,1532590,-,11
WP_000064078.1,NC_002745.2,1532571,1533296,-,11
WP_000159577.1,NC_002745.2,1533429,1534166,-,11
WP_000368656.1,NC_002745.2,1534159,1534701,-,11
WP_000273371.1,NC_002745.2,1534694,1535425,-,11
WP_001183429.1,NC_002745.2,1535517,1536023,+,11
WP_000447733.1,NC_002745.2,1536101,1536988,-,10
WP_000392691.1,NC_002745.2,1537037,1537486,-,11
WP_000365240.1,NC_002745.2,1537591,1538133,-,11
WP_001171335.1,NC_002745.2,1538215,1539123,+,11
WP_000995800.1,NC_002745.2,1539339,1539587,-,11
WP_000678232.1,NC_002745.2,1539603,1540358,-,11
WP_000779749.1,NC_002745.2,1540500,1541315,+,11
WP_000454063.1,NC_002745.2,1541418,1542338,-,11
WP_000105070.1,NC_002745.2,1542651,1544135,+,4
WP_000382585.1,NC_002745.2,1544365,1545231,+,11
WP_001041915.1,NC_002745.2,1545313,1546962,-,11
WP_000256319.1,NC_002745.2,1546978,1547997,-,11
WP_001792107.1,NC_002745.2,1547998,1548252,-,8
WP_000413436.1,NC_002745.2,1548191,1548562,-,11
WP_000122710.1,NC_002745.2,1549029,1550246,-,9
WP_000193707.1,NC_002745.2,1550562,1551968,-,11
WP_000606693.1,NC_002745.2,1552036,1553169,-,11
WP_001789875.1,NC_002745.2,1553432,1553611,+,9
WP_000916196.1,NC_002745.2,1553738,1554718,-,9
WP_000367419.1,NC_002745.2,1554732,1555169,-,11
WP_000406838.1,NC_002745.2,1555520,1556794,-,11
WP_001096633.1,NC_002745.2,1556807,1557790,-,11
WP_000568351.1,NC_002745.2,1557790,1558782,-,11
WP_001291533.1,NC_002745.2,1558798,1560219,-,11
WP_000942210.1,NC_002745.2,1560370,1562049,-,11
WP_001124985.1,NC_002745.2,1562065,1562517,-,11
WP_000183383.1,NC_002745.2,1562949,1563830,-,11
WP_000159865.1,NC_002745.2,1563808,1564038,-,11
WP_001286928.1,NC_002745.2,1564031,1565368,-,11
WP_000087385.1,NC_002745.2,1565385,1565774,-,9
WP_000241588.1,NC_002745.2,1565834,1566196,-,11
WP_000756612.1,NC_002745.2,1566211,1567566,-,11
WP_001009516.1,NC_002745.2,1567566,1568030,-,2
WP_000626504.1,NC_002745.2,1568504,1569061,-,11
WP_000087103.1,NC_002745.2,1569087,1570148,-,11
WP_000737686.1,NC_002745.2,1570253,1570834,+,9
WP_001244298.1,NC_002745.2,1570848,1571066,+,9
WP_000141109.1,NC_002745.2,1571130,1571960,-,11
WP_001276571.1,NC_002745.2,1572118,1572504,+,11
WP_000202188.1,NC_002745.2,1572869,1574341,-,11
WP_000019691.1,NC_002745.2,1574334,1575680,-,11
WP_000093349.1,NC_002745.2,1575700,1576791,-,11
WP_001015120.1,NC_002745.2,1576950,1577474,-,9
WP_001792109.1,NC_002745.2,1577464,1577610,-,9
WP_001788897.1,NC_002745.2,1577707,1578204,-,9
WP_000844410.1,NC_002745.2,1578122,1578421,-,1
WP_001788899.1,NC_002745.2,1578408,1578854,-,11
WP_000472256.1,NC_002745.2,1578832,1579143,-,1
WP_000776422.1,NC_002745.2,1579157,1580227,-,11
WP_000697220.1,NC_002745.2,1580199,1581173,-,11
WP_001223008.1,NC_002745.2,1581225,1581848,-,11
WP_001018871.1,NC_002745.2,1581845,1582174,-,11
WP_000161311.1,NC_002745.2,1582174,1583160,-,11
WP_000087561.1,NC_002745.2,1583157,1583360,-,7
WP_001017867.1,NC_002745.2,1583341,1584804,-,9
WP_000164546.1,NC_002745.2,1584816,1585355,-,11
WP_001265709.1,NC_002745.2,1585564,1585713,-,9
WP_000919769.1,NC_002745.2,1585826,1587901,-,11
WP_000863556.1,NC_002745.2,1588022,1588621,-,11
WP_001095260.1,NC_002745.2,1588897,1589307,-,11
WP_000564315.1,NC_002745.2,1589294,1590157,-,8
WP_001213908.1,NC_002745.2,1590199,1590984,-,8
WP_000924220.1,NC_002745.2,1591110,1592000,-,6
WP_001062176.1,NC_002745.2,1592010,1593356,-,4
WP_000683940.1,NC_002745.2,1593470,1594570,-,11
WP_000624577.1,NC_002745.2,1594573,1595250,-,11
WP_001283057.1,NC_002745.2,1595381,1596487,-,7
WP_001217257.1,NC_002745.2,1596711,1598528,-,11
WP_000411298.1,NC_002745.2,1598589,1599407,-,11
WP_001797828.1,NC_002745.2,1599418,1600041,-,11
WP_001030080.1,NC_002745.2,1600376,1601767,+,11
WP_001557361.1,NC_002745.2,1601917,1602663,-,11
WP_000134765.1,NC_002745.2,1602691,1603590,-,11
WP_000121875.1,NC_002745.2,1603591,1603995,-,11
WP_000819532.1,NC_002745.2,1604006,1604350,-,8
WP_000494134.1,NC_002745.2,1604353,1604820,-,11
WP_001117767.1,NC_002745.2,1604821,1605768,-,6
WP_000110600.1,NC_002745.2,1606072,1606770,-,11
WP_000492108.1,NC_002745.2,1606787,1607776,-,11
WP_041202030.1,NC_002745.2,1607794,1608477,-,11
WP_000048060.1,NC_002745.2,1608721,1608897,-,11
WP_000108668.1,NC_002745.2,1609190,1610536,-,11
WP_001190120.1,NC_002745.2,1610543,1611295,-,11
WP_001104607.1,NC_002745.2,1611297,1612235,-,4
WP_001119021.1,NC_002745.2,1612239,1613378,-,4
WP_000034716.1,NC_002745.2,1613514,1615346,-,11
WP_000182211.1,NC_002745.2,1615415,1616041,-,5
WP_000627144.1,NC_002745.2,1616073,1617050,-,11
WP_000218103.1,NC_002745.2,1617151,1618275,-,11
WP_000368338.1,NC_002745.2,1618841,1620664,-,11
WP_001274017.1,NC_002745.2,1621010,1621261,+,5
WP_001282560.1,NC_002745.2,1621306,1622280,-,11
WP_001557362.1,NC_002745.2,1622337,1624538,-,9
WP_000439693.1,NC_002745.2,1624543,1625004,-,4
WP_001802022.1,NC_002745.2,1625096,1625782,-,11
WP_000084830.1,NC_002745.2,1625822,1626538,-,11
WP_001088020.1,NC_002745.2,1626541,1626894,-,11
WP_001019324.1,NC_002745.2,1626895,1627479,-,11
WP_000725167.1,NC_002745.2,1627469,1628038,-,11
WP_000955235.1,NC_002745.2,1628041,1628331,-,11
WP_000666757.1,NC_002745.2,1628335,1629141,-,11
WP_001280137.1,NC_002745.2,1629155,1630255,-,4
WP_000524903.1,NC_002745.2,1630256,1630783,-,11
WP_000579275.1,NC_002745.2,1630803,1631489,-,11
WP_000829749.1,NC_002745.2,1631803,1632072,+,8
WP_000542320.1,NC_002745.2,1633791,1635011,-,11
WP_000533238.1,NC_002745.2,1635300,1636529,-,8
WP_001261793.1,NC_002745.2,1636542,1637294,-,6
WP_000942744.1,NC_002745.2,1637294,1638655,-,11
WP_001019340.1,NC_002745.2,1638669,1639118,-,11
WP_000023319.1,NC_002745.2,1639120,1640130,-,11
WP_000383180.1,NC_002745.2,1640120,1640854,-,11
WP_000431312.1,NC_002745.2,1641180,1641656,-,11
WP_000648617.1,NC_002745.2,1641684,1642307,-,6
WP_000848304.1,NC_002745.2,1642307,1643575,-,11
WP_000137774.1,NC_002745.2,1643587,1644510,-,11
WP_000342258.1,NC_002745.2,1644513,1645151,-,11
WP_000134779.1,NC_002745.2,1645436,1645744,-,11
WP_000939059.1,NC_002745.2,1645759,1646187,-,11
WP_000426912.1,NC_002745.2,1646191,1646451,-,11
WP_000734075.1,NC_002745.2,1646514,1649144,-,11
