id,function,function_num
WP_000378442.1,transcription_regulation,7
WP_000378596.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000379246.1,no_hit,11
WP_000379288.1,no_hit,11
WP_000379425.1,unknown_function,9
WP_000379575.1,unknown_function,9
WP_000380314.1,unknown_function,9
WP_000380316.1,unknown_function,9
WP_000380691.1,dna_rna_and_nucleotide_metabolism,4
WP_000380862.1,dna_rna_and_nucleotide_metabolism,4
WP_000380883.1,no_hit,11
WP_000381170.1,no_hit,11
WP_000381303.1,no_hit,11
WP_000381516.1,tail,2
WP_000381746.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000382971.1,no_hit,11
WP_000383096.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000383257.1,no_hit,11
WP_000383407.1,dna_rna_and_nucleotide_metabolism,4
WP_000383479.1,no_hit,11
WP_000383550.1,tail,2
WP_000383836.1,no_hit,11
WP_000383932.1,dna_rna_and_nucleotide_metabolism,4
WP_000384145.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000384306.1,no_hit,11
WP_000384413.1,unknown_function,9
WP_000386538.1,dna_rna_and_nucleotide_metabolism,4
WP_000386733.1,no_hit,11
WP_000386949.1,no_hit,11
WP_000387388.1,no_hit,11
WP_000387713.1,unknown_function,9
WP_000387782.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000388208.1,other,6
WP_000389022.1,no_hit,11
WP_000389030.1,unknown_function,9
WP_000389260.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000389818.1,no_hit,11
WP_000393511.1,lysis,1
WP_000393844.1,dna_rna_and_nucleotide_metabolism,4
WP_000394102.1,head_and_packaging,5
WP_000394274.1,unknown_function,9
WP_000394301.1,no_hit,11
WP_000394511.1,no_hit,11
WP_000394548.1,no_hit,11
WP_000394552.1,unknown_function,9
WP_000394983.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000395849.1,head_and_packaging,5
WP_000396036.1,no_hit,11
WP_000397010.1,integration_and_excision,10
WP_000397129.1,unknown_function,9
WP_000397144.1,dna_rna_and_nucleotide_metabolism,4
WP_000397387.1,no_hit,11
WP_000398619.1,no_hit,11
WP_000399120.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000399304.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000399404.1,no_hit,11
WP_000401141.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000401586.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000402207.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000403439.1,transcription_regulation,7
WP_000403517.1,head_and_packaging,5
WP_000405647.1,no_hit,11
WP_000406000.1,other,6
WP_000406064.1,no_hit,11
WP_000406214.1,lysis,1
WP_000406315.1,no_hit,11
WP_000406391.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000406488.1,no_hit,11
WP_000406926.1,no_hit,11
WP_000409003.1,tail,2
WP_000409195.1,no_hit,11
WP_000409451.1,lysis,1
WP_000409798.1,unknown_function,9
WP_000409911.1,connector,3
WP_000410140.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000410201.1,transcription_regulation,7
WP_000410785.1,no_hit,11
WP_000412169.1,no_hit,11
WP_000412375.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000412428.1,transcription_regulation,7
WP_000413673.1,no_hit,11
WP_000413705.1,transcription_regulation,7
WP_000414437.1,no_hit,11
WP_000414566.1,no_hit,11
WP_000415415.1,no_hit,11
WP_000416407.1,dna_rna_and_nucleotide_metabolism,4
WP_000416895.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000417058.1,unknown_function,9
WP_000417405.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000417831.1,other,6
WP_000419031.1,no_hit,11
WP_000420351.1,tail,2
WP_000420639.1,dna_rna_and_nucleotide_metabolism,4
WP_000420731.1,unknown_function,9
WP_000420882.1,unknown_function,9
WP_000421248.1,no_hit,11
WP_000421305.1,no_hit,11
WP_000421763.1,no_hit,11
WP_000422055.1,no_hit,11
WP_000422217.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000422746.1,integration_and_excision,10
WP_000422760.1,transcription_regulation,7
WP_000423257.1,no_hit,11
WP_000423323.1,no_hit,11
WP_000423729.1,unknown_function,9
WP_000424145.1,no_hit,11
WP_000424181.1,no_hit,11
WP_000424395.1,no_hit,11
WP_000424732.1,connector,3
WP_000424823.1,no_hit,11
WP_000424894.1,no_hit,11
WP_000424924.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000425434.1,no_hit,11
WP_000425681.1,no_hit,11
WP_000426124.1,no_hit,11
WP_000426146.1,no_hit,11
WP_000426292.1,no_hit,11
WP_000426437.1,no_hit,11
WP_000428092.1,dna_rna_and_nucleotide_metabolism,4
WP_000428546.1,no_hit,11
WP_000428805.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000428998.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000429091.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000429145.1,no_hit,11
WP_000429386.1,lysis,1
WP_000429656.1,no_hit,11
WP_000430049.1,tail,2
WP_000430688.1,connector,3
WP_000430706.1,no_hit,11
WP_000430935.1,unknown_function,9
WP_000430936.1,unknown_function,9
WP_000431368.1,no_hit,11
WP_000431834.1,no_hit,11
WP_000432283.1,no_hit,11
WP_000432970.1,no_hit,11
WP_000433455.1,no_hit,11
WP_000434038.1,no_hit,11
WP_000435663.1,transcription_regulation,7
WP_000436922.1,no_hit,11
WP_000437371.1,transcription_regulation,7
WP_000437885.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000437935.1,no_hit,11
WP_000438245.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000438343.1,transcription_regulation,7
WP_000438581.1,no_hit,11
WP_000438736.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000438931.1,no_hit,11
WP_000439193.1,no_hit,11
WP_000439331.1,lysis,1
WP_000439863.1,no_hit,11
WP_000440317.1,no_hit,11
WP_000440480.1,other,6
WP_000440775.1,other,6
WP_000440902.1,no_hit,11
WP_000441778.1,no_hit,11
WP_000442860.1,no_hit,11
WP_000443092.1,no_hit,11
WP_000443495.1,no_hit,11
WP_000443697.1,dna_rna_and_nucleotide_metabolism,4
WP_000444180.1,no_hit,11
WP_000444293.1,dna_rna_and_nucleotide_metabolism,4
WP_000444477.1,no_hit,11
WP_000444585.1,dna_rna_and_nucleotide_metabolism,4
WP_000444607.1,no_hit,11
WP_000444747.1,other,6
WP_000444937.1,no_hit,11
WP_000445148.1,no_hit,11
WP_000445231.1,no_hit,11
WP_000445413.1,transcription_regulation,7
WP_000445550.1,no_hit,11
WP_000445658.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000446027.1,no_hit,11
WP_000446144.1,dna_rna_and_nucleotide_metabolism,4
WP_000446391.1,no_hit,11
WP_000446871.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000447253.1,no_hit,11
WP_000447332.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000447361.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000447529.1,no_hit,11
WP_000448121.1,no_hit,11
WP_000448391.1,integration_and_excision,10
WP_000449168.1,transcription_regulation,7
WP_000449175.1,unknown_function,9
WP_000449192.1,transcription_regulation,7
WP_000449463.1,no_hit,11
WP_000450121.1,transcription_regulation,7
WP_000450222.1,unknown_function,9
WP_000450409.1,transcription_regulation,7
WP_000450476.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000450588.1,connector,3
WP_000450610.1,no_hit,11
WP_000450627.1,transcription_regulation,7
WP_000451012.1,no_hit,11
WP_000451254.1,no_hit,11
WP_000452588.1,no_hit,11
WP_000452687.1,no_hit,11
WP_000453055.1,dna_rna_and_nucleotide_metabolism,4
WP_000453564.1,no_hit,11
WP_000455227.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000455798.1,transcription_regulation,7
WP_000456466.1,other,6
WP_000456725.1,no_hit,11
WP_000457196.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000457334.1,unknown_function,9
WP_000457644.1,integration_and_excision,10
WP_000457728.1,unknown_function,9
WP_000458420.1,no_hit,11
WP_000458817.1,no_hit,11
WP_000459192.1,no_hit,11
WP_000459298.1,unknown_function,9
WP_000459374.1,no_hit,11
WP_000459457.1,tail,2
WP_000459594.1,lysis,1
WP_000460035.1,no_hit,11
WP_000460145.1,no_hit,11
WP_000460360.1,dna_rna_and_nucleotide_metabolism,4
WP_000460431.1,dna_rna_and_nucleotide_metabolism,4
WP_000460512.1,no_hit,11
WP_000460649.1,no_hit,11
WP_000460672.1,no_hit,11
WP_000460708.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000460778.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000461646.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000462673.1,head_and_packaging,5
WP_000462776.1,head_and_packaging,5
WP_000462905.1,no_hit,11
WP_000464491.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000465562.1,no_hit,11
WP_000466222.1,no_hit,11
WP_000466318.1,other,6
WP_000467098.1,no_hit,11
WP_000467180.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000467689.1,no_hit,11
WP_000467859.1,no_hit,11
WP_000468186.1,no_hit,11
WP_000468308.1,transcription_regulation,7
WP_000468836.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000469031.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000469162.1,tail,2
WP_000469270.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000469694.1,no_hit,11
WP_000470580.1,no_hit,11
WP_000471889.1,other,6
WP_000472021.1,unknown_function,9
WP_000472399.1,tail,2
WP_000473113.1,no_hit,11
WP_000473502.1,no_hit,11
WP_000474077.1,unknown_function,9
WP_000474637.1,tail,2
WP_000475022.1,transcription_regulation,7
WP_000475719.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000476014.1,dna_rna_and_nucleotide_metabolism,4
WP_000476093.1,other,6
WP_000476146.1,no_hit,11
WP_000476484.1,no_hit,11
WP_000477225.1,no_hit,11
WP_000477369.1,tail,2
WP_000477623.1,no_hit,11
WP_000477811.1,head_and_packaging,5
WP_000478195.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000478513.1,no_hit,11
WP_000478621.1,no_hit,11
WP_000478717.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000479046.1,no_hit,11
WP_000479117.1,no_hit,11
WP_000479161.1,no_hit,11
WP_000479626.1,unknown_function,9
WP_000479838.1,no_hit,11
WP_000480245.1,no_hit,11
WP_000480501.1,no_hit,11
WP_000480968.1,no_hit,11
WP_000481500.1,no_hit,11
WP_000482518.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000482901.1,no_hit,11
WP_000483251.1,tail,2
WP_000483353.1,no_hit,11
WP_000483497.1,other,6
WP_000483856.1,no_hit,11
WP_000484042.1,no_hit,11
WP_000484311.1,no_hit,11
WP_000484404.1,no_hit,11
WP_000484641.1,no_hit,11
WP_000485019.1,dna_rna_and_nucleotide_metabolism,4
WP_000486713.1,integration_and_excision,10
WP_000486982.1,head_and_packaging,5
WP_000487246.1,head_and_packaging,5
WP_000487600.1,no_hit,11
WP_000487652.1,no_hit,11
WP_000487766.1,no_hit,11
WP_000488340.1,no_hit,11
WP_000489254.1,tail,2
WP_000489578.1,no_hit,11
WP_000489651.1,head_and_packaging,5
WP_000490072.1,dna_rna_and_nucleotide_metabolism,4
WP_000490275.1,unknown_function,9
WP_000490411.1,dna_rna_and_nucleotide_metabolism,4
WP_000490697.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000491140.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000491488.1,no_hit,11
WP_000491542.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000492327.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000492638.1,no_hit,11
WP_000492656.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000492914.1,lysis,1
WP_000493084.1,tail,2
WP_000493360.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000493513.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000493563.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000493785.1,no_hit,11
WP_000493947.1,no_hit,11
WP_000494168.1,other,6
WP_000494181.1,dna_rna_and_nucleotide_metabolism,4
WP_000494244.1,no_hit,11
WP_000494484.1,no_hit,11
WP_000495369.1,no_hit,11
WP_000495766.1,no_hit,11
WP_000497137.1,unknown_function,9
WP_000497723.1,tail,2
WP_000497751.1,unknown_function,9
WP_000497942.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000498253.1,lysis,1
WP_000499450.1,unknown_function,9
WP_000499593.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000499793.1,head_and_packaging,5
WP_000500712.1,no_hit,11
WP_000501604.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000502397.1,dna_rna_and_nucleotide_metabolism,4
WP_000502952.1,no_hit,11
WP_000503931.1,lysis,1
WP_000505866.1,no_hit,11
WP_000506490.1,no_hit,11
WP_000506898.1,no_hit,11
WP_000507669.1,tail,2
WP_000507897.1,no_hit,11
WP_000508177.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000509142.1,no_hit,11
WP_000511025.1,head_and_packaging,5
WP_000511301.1,lysis,1
WP_000511966.1,head_and_packaging,5
WP_000512153.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000512366.1,no_hit,11
WP_000512807.1,transcription_regulation,7
WP_000512892.1,lysis,1
WP_000513737.1,no_hit,11
WP_000514277.1,unknown_function,9
WP_000514669.1,no_hit,11
WP_000515600.1,tail,2
WP_000515845.1,no_hit,11
WP_000515959.1,no_hit,11
WP_000516135.1,no_hit,11
WP_000517100.1,integration_and_excision,10
WP_000517430.1,no_hit,11
WP_000517476.1,lysis,1
WP_000518468.1,no_hit,11
WP_000520684.1,tail,2
WP_000520781.1,no_hit,11
WP_000520804.1,other,6
WP_000521941.1,no_hit,11
WP_000522199.1,no_hit,11
WP_000522247.1,no_hit,11
WP_000522424.1,no_hit,11
WP_000523005.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000523616.1,no_hit,11
WP_000523844.1,transcription_regulation,7
WP_000524073.1,unknown_function,9
WP_000524868.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000525186.1,other,6
WP_000525361.1,no_hit,11
WP_000525610.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000526425.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000526515.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000527769.1,no_hit,11
WP_000527844.1,no_hit,11
WP_000527955.1,dna_rna_and_nucleotide_metabolism,4
WP_000528251.1,other,6
WP_000528342.1,transcription_regulation,7
WP_000528381.1,dna_rna_and_nucleotide_metabolism,4
WP_000528538.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000528605.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000529292.1,no_hit,11
WP_000529576.1,dna_rna_and_nucleotide_metabolism,4
WP_000529945.1,no_hit,11
WP_000531208.1,no_hit,11
WP_000531462.1,no_hit,11
WP_000531527.1,no_hit,11
WP_000531594.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000531969.1,no_hit,11
WP_000532149.1,dna_rna_and_nucleotide_metabolism,4
WP_000532590.1,head_and_packaging,5
WP_000532909.1,no_hit,11
WP_000533402.1,tail,2
WP_000533440.1,tail,2
WP_000533522.1,other,6
WP_000534283.1,tail,2
WP_000534351.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000534648.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000535053.1,no_hit,11
WP_000535494.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000535951.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000536184.1,no_hit,11
WP_000536233.1,unknown_function,9
WP_000536590.1,no_hit,11
WP_000537418.1,no_hit,11
WP_000538191.1,lysis,1
WP_000539349.1,dna_rna_and_nucleotide_metabolism,4
WP_000539519.1,no_hit,11
WP_000539663.1,no_hit,11
WP_000540864.1,integration_and_excision,10
WP_000540956.1,no_hit,11
WP_000542800.1,unknown_function,9
WP_000543386.1,lysis,1
WP_000543457.1,no_hit,11
WP_000543535.1,transcription_regulation,7
WP_000543582.1,no_hit,11
WP_000543819.1,dna_rna_and_nucleotide_metabolism,4
WP_000544382.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000544528.1,lysis,1
WP_000544642.1,no_hit,11
WP_000544654.1,no_hit,11
WP_000544905.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000544954.1,no_hit,11
WP_000545043.1,other,6
WP_000545677.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000545728.1,unknown_function,9
WP_000547760.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000547919.1,unknown_function,9
WP_000547965.1,unknown_function,9
WP_000548294.1,no_hit,11
WP_000548347.1,no_hit,11
WP_000548536.1,transcription_regulation,7
WP_000548680.1,no_hit,11
WP_000549715.1,dna_rna_and_nucleotide_metabolism,4
WP_000550189.1,no_hit,11
WP_000550422.1,no_hit,11
WP_000550559.1,head_and_packaging,5
WP_000550626.1,no_hit,11
WP_000550721.1,unknown_function,9
WP_000551270.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000551675.1,no_hit,11
WP_000551807.1,no_hit,11
WP_000551925.1,unknown_function,9
WP_000551992.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000552137.1,lysis,1
WP_000553056.1,no_hit,11
WP_000553231.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000553451.1,no_hit,11
WP_000553550.1,no_hit,11
WP_000554210.1,tail,2
WP_000554757.1,no_hit,11
WP_000554959.1,no_hit,11
WP_000555471.1,no_hit,11
WP_000555853.1,other,6
WP_000556285.1,head_and_packaging,5
WP_000556399.1,tail,2
WP_000556583.1,dna_rna_and_nucleotide_metabolism,4
WP_000557378.1,no_hit,11
WP_000557701.1,transcription_regulation,7
WP_000558061.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000558209.1,no_hit,11
WP_000558251.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000558527.1,dna_rna_and_nucleotide_metabolism,4
WP_000558842.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000559268.1,no_hit,11
WP_000559764.1,unknown_function,9
WP_000559900.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000559928.1,no_hit,11
WP_000560249.1,no_hit,11
WP_000560631.1,head_and_packaging,5
WP_000560983.1,no_hit,11
WP_000561900.1,no_hit,11
WP_000562370.1,no_hit,11
WP_000562750.1,unknown_function,9
WP_000562982.1,transcription_regulation,7
WP_000563014.1,no_hit,11
WP_000563557.1,no_hit,11
WP_000564228.1,no_hit,11
WP_000564489.1,other,6
WP_000564730.1,dna_rna_and_nucleotide_metabolism,4
WP_000565963.1,other,6
WP_000566150.1,transcription_regulation,7
WP_000566410.1,head_and_packaging,5
WP_000566489.1,no_hit,11
WP_000567512.1,no_hit,11
WP_000568275.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000568414.1,tail,2
WP_000568519.1,no_hit,11
WP_000568782.1,other,6
WP_000568934.1,dna_rna_and_nucleotide_metabolism,4
WP_000569080.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000569336.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000569419.1,no_hit,11
WP_000569560.1,no_hit,11
WP_000569696.1,no_hit,11
WP_000569958.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000570541.1,no_hit,11
WP_000570668.1,other,6
WP_000571476.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000571681.1,no_hit,11
WP_000572164.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000572462.1,no_hit,11
WP_000572668.1,no_hit,11
WP_000573374.1,no_hit,11
WP_000573412.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000573621.1,dna_rna_and_nucleotide_metabolism,4
WP_000573920.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000574087.1,other,6
WP_000576690.1,unknown_function,9
WP_000576975.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000577566.1,no_hit,11
WP_000578056.1,dna_rna_and_nucleotide_metabolism,4
WP_000578426.1,no_hit,11
WP_000578573.1,no_hit,11
WP_000579833.1,no_hit,11
WP_000580316.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000580323.1,no_hit,11
WP_000580417.1,no_hit,11
WP_000580831.1,no_hit,11
WP_000581937.1,no_hit,11
WP_000582452.1,other,6
WP_000582946.1,no_hit,11
WP_000583277.1,no_hit,11
WP_000583470.1,other,6
WP_000583634.1,dna_rna_and_nucleotide_metabolism,4
WP_000584114.1,no_hit,11
WP_000584457.1,no_hit,11
WP_000584472.1,tail,2
WP_000584553.1,no_hit,11
WP_000586320.1,dna_rna_and_nucleotide_metabolism,4
WP_000586451.1,no_hit,11
WP_000586714.1,no_hit,11
WP_000586964.1,no_hit,11
WP_000587574.1,no_hit,11
WP_000587764.1,dna_rna_and_nucleotide_metabolism,4
WP_000587933.1,other,6
WP_000588474.1,dna_rna_and_nucleotide_metabolism,4
WP_000589070.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000589319.1,tail,2
WP_000589488.1,no_hit,11
WP_000589828.1,no_hit,11
WP_000591342.1,tail,2
WP_000591743.1,no_hit,11
WP_000591795.1,other,6
WP_000591997.1,no_hit,11
WP_000592771.1,no_hit,11
WP_000592852.1,other,6
WP_000593272.1,other,6
WP_000593555.1,no_hit,11
WP_000593899.1,no_hit,11
WP_000593994.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000594599.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000595064.1,no_hit,11
WP_000595482.1,no_hit,11
WP_000595553.1,no_hit,11
WP_000596020.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000597196.1,tail,2
WP_000597260.1,no_hit,11
WP_000597700.1,tail,2
WP_000598612.1,no_hit,11
WP_000598641.1,transcription_regulation,7
WP_000598882.1,no_hit,11
WP_000599533.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000599596.1,no_hit,11
WP_000599636.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000599788.1,integration_and_excision,10
WP_000599935.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000600543.1,other,6
WP_000600700.1,other,6
WP_000601867.1,no_hit,11
WP_000603384.1,transcription_regulation,7
WP_000603526.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000604034.1,no_hit,11
WP_000604892.1,no_hit,11
WP_000605090.1,lysis,1
WP_000605370.1,no_hit,11
WP_000605477.1,unknown_function,9
WP_000605693.1,unknown_function,9
WP_000606434.1,no_hit,11
WP_000606493.1,dna_rna_and_nucleotide_metabolism,4
WP_000606747.1,no_hit,11
WP_000607323.1,dna_rna_and_nucleotide_metabolism,4
WP_000607487.1,tail,2
WP_000608038.1,no_hit,11
WP_000609225.1,unknown_function,9
WP_000609663.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000609742.1,no_hit,11
WP_000610461.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000610591.1,no_hit,11
WP_000610901.1,connector,3
WP_000611288.1,dna_rna_and_nucleotide_metabolism,4
WP_000611328.1,no_hit,11
WP_000611407.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000611788.1,dna_rna_and_nucleotide_metabolism,4
WP_000611868.1,unknown_function,9
WP_000611907.1,dna_rna_and_nucleotide_metabolism,4
WP_000611932.1,unknown_function,9
WP_000612040.1,no_hit,11
WP_000612150.1,no_hit,11
WP_000612591.1,integration_and_excision,10
WP_000612644.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000612943.1,dna_rna_and_nucleotide_metabolism,4
WP_000613117.1,unknown_function,9
WP_000613515.1,head_and_packaging,5
WP_000613768.1,head_and_packaging,5
WP_000613955.1,no_hit,11
WP_000614377.1,no_hit,11
WP_000614950.1,integration_and_excision,10
WP_000615801.1,no_hit,11
WP_000616247.1,no_hit,11
WP_000616773.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000617115.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000617490.1,no_hit,11
WP_000617544.1,no_hit,11
WP_000617675.1,no_hit,11
WP_000617723.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000618176.1,head_and_packaging,5
WP_000618286.1,dna_rna_and_nucleotide_metabolism,4
WP_000618788.1,tail,2
WP_000618792.1,tail,2
WP_000619389.1,no_hit,11
WP_000619508.1,no_hit,11
WP_000620075.1,no_hit,11
WP_000620409.1,dna_rna_and_nucleotide_metabolism,4
WP_000620533.1,no_hit,11
WP_000621002.1,dna_rna_and_nucleotide_metabolism,4
WP_000621341.1,unknown_function,9
WP_000621515.1,no_hit,11
WP_000621641.1,no_hit,11
WP_000621918.1,other,6
WP_000622103.1,no_hit,11
WP_000622284.1,no_hit,11
WP_000622314.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000622357.1,no_hit,11
WP_000622418.1,no_hit,11
WP_000622545.1,no_hit,11
WP_000623136.1,no_hit,11
WP_000624305.1,no_hit,11
WP_000624372.1,no_hit,11
WP_000624701.1,integration_and_excision,10
WP_000625658.1,no_hit,11
WP_000625837.1,tail,2
WP_000626187.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000626399.1,no_hit,11
WP_000626703.1,tail,2
WP_000627431.1,other,6
WP_000627807.1,no_hit,11
WP_000627885.1,tail,2
WP_000627911.1,dna_rna_and_nucleotide_metabolism,4
WP_000627995.1,other,6
WP_000628061.1,dna_rna_and_nucleotide_metabolism,4
WP_000628193.1,no_hit,11
WP_000628537.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000628671.1,head_and_packaging,5
WP_000628731.1,transcription_regulation,7
WP_000629574.1,transcription_regulation,7
WP_000630159.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000631384.1,other,6
WP_000631719.1,integration_and_excision,10
WP_000632347.1,no_hit,11
WP_000633440.1,no_hit,11
WP_000633573.1,no_hit,11
WP_000633668.1,no_hit,11
WP_000634235.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000634805.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000635546.1,no_hit,11
WP_000635773.1,no_hit,11
WP_000636568.1,no_hit,11
WP_000636932.1,unknown_function,9
WP_000637163.1,no_hit,11
WP_000637937.1,no_hit,11
WP_000637975.1,no_hit,11
WP_000638034.1,moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000638634.1,transcription_regulation,7
WP_000639267.1,no_hit,11
WP_000639305.1,no_hit,11
WP_000639806.1,no_hit,11
WP_000639956.1,no_hit,11
WP_000640002.1,no_hit,11
WP_000640035.1,no_hit,11
WP_000640048.1,no_hit,11
WP_000640959.1,no_hit,11
WP_000641277.1,lysis,1
WP_000642196.1,no_hit,11
WP_000642260.1,no_hit,11
WP_000642345.1,no_hit,11
WP_000642407.1,no_hit,11
WP_000642480.1,no_hit,11
WP_000642546.1,other,6
