PICI_ID_allsets,All_Functions
ESCO001.0321.00797.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'phage head-tail connector protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00826.C001.PICI.TypeB.variant0003,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00832.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00833.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00837.C001.PICI.TypeB.variant0003,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DUF927 domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00847.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.00878.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00878.C001.PICI.TypeB.variant0004,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.00917.C001.PICI.TypeB.variant0001,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'poxvirus D5 -like family protein  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'ProQ/FinO family protein  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.00918.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase phage-associated  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00920.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00938.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00940.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00942.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00943.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00946.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', '18 : Unknown function hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.00949.C001.PICI.TypeB.variant0001,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.00966.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00972.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00976.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.00978.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.00979.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.00994.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
ESCO001.0321.01001.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01002.C001.PICI.TypeB.variant0003,"['integrase family protein  (translation)', 'hypothetical protein  (translation)', 'helix-turn-helix domain-containing protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DUF927 domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01006.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01007.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'ubiquitin--protein ligase  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01009.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01009.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.01019.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01027.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01028.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase phage-associated  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01037.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01042.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01047.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01060.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01066.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)', 'integrase family protein  (translation)', 'hypothetical protein  (translation)', 'helix-turn-helix domain-containing protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01073.C001.PICI.TypeA,"['integrase family protein  (translation)', 'hypothetical protein  (translation)', 'helix-turn-helix domain-containing protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01074.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01096.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01097.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01139.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.01169.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01172.C001.PICI.TypeA,"['tyrosine-type recombinase/integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01193.C001.PICI.TypeB.variant0001,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)']"
ESCO001.0321.01219.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01268.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)']"
ESCO001.0321.01269.C001.PICI.TypeA,"['site-specific integrase  (translation)', 'AlpA family transcriptional regulator  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'AAA family ATPase  (translation)', 'hypothetical protein  (translation)', 'single-stranded DNA-binding protein  (translation)', 'PerC family transcriptional regulator  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'major capsid protein  (translation)', 'head decoration protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'site-specific integrase  (translation)', 'hypothetical protein  (translation)', 'AlpA family phage regulatory protein  (translation)', 'hypothetical protein  (translation)', 'host cell division inhibitor Icd-like protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'DUF4222 domain-containing protein  (translation)', 'DNA primase  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'hypothetical protein  (translation)', 'terminase small subunit  (translation)', 'hypothetical protein  (translation)', 'phage major capsid protein  (translation)']"
