gene_id	function	pici_id
WLQYMNQG_CDS_14335	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14336	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14337	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14338	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14339	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14340	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14341	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14342	DNA primase/helicase	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14343	DNA polymerase/primase	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14344	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14345	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14346	hypothetical protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14347	HTH DNA binding protein	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14348	transcriptional repressor	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14349	transcriptional repressor	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14350	integrase	STAU002.0321.00582.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14351	integrase	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14352	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14353	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14354	transcriptional repressor	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14355	transcriptional repressor	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14356	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14357	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14358	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14359	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14360	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14361	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14362	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14363	single strand DNA binding protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14364	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14365	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14366	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14367	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14368	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14369	hypothetical protein	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14370	terminase small subunit	SAEN001.0321.00096.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14371	integrase	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14372	transcriptional regulator	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14373	transcriptional repressor	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14374	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14375	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14376	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14377	DNA polymerase/primase	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14378	DNA primase	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14379	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14380	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14381	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14382	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14383	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14384	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14385	spore coat protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14386	hypothetical protein	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14387	terminase small subunit	STEP001.0321.00009.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14388	terminase small subunit	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14389	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14390	spore coat protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14391	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14392	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14393	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14394	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14395	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14396	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14397	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14398	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14399	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14400	DNA primase/helicase	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14401	DNA polymerase/primase	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14402	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14403	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14404	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14405	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14406	DNA binding protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14407	transcriptional regulator	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14408	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14409	transcriptional repressor	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14410	hypothetical protein	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14411	integrase	STAU002.0321.00422.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14412	terminase small subunit	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14413	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14414	spore coat protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14415	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14416	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14417	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14418	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14419	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14420	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14421	DNA polymerase/primase	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14422	DNA helicase	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14423	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14424	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14425	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14426	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14427	transcriptional repressor	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14428	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14429	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14430	hypothetical protein	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14431	integrase	STAU002.0321.00531.C001.PICI.TypeB.variant0002.Set3
WLQYMNQG_CDS_14432	major head protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14433	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14434	portal protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14435	terminase large subunit	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14436	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14437	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14438	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14439	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14440	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14441	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14442	DNA primase	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14443	HTH DNA binding protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14444	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14445	hypothetical protein	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14446	integrase	MYFO001.0321.00001.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14447	terminase small subunit	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14448	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14449	excisionase and transcriptional regulator	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14450	head decoration	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14451	major head protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14452	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14453	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14454	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14455	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14456	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14457	DNA primase	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14458	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14459	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14460	transcriptional repressor	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14461	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14462	hypothetical protein	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14463	integrase	ESCO001.0321.00553.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14464	terminase small subunit	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14465	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14466	spore coat protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14467	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14468	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14469	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14470	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14471	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14472	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14473	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14474	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14475	DNA primase/helicase	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14476	DNA polymerase/primase	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14477	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14478	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14479	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14480	hypothetical protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14481	HTH DNA binding protein	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14482	transcriptional repressor	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14483	transcriptional repressor	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14484	integrase	STAU002.0321.00143.C001.PICI.TypeB.variant0002.Set2
WLQYMNQG_CDS_14485	major head protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14486	head maturation protease	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14487	hypothetical protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14488	terminase small subunit	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14489	hypothetical protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14490	hypothetical protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14491	hypothetical protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14492	hypothetical protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14493	DNA primase	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14494	hypothetical protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14495	hypothetical protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14496	hypothetical protein	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14497	integrase	MYTU002.0321.00103.C001.PICI.TypeB.variant0004.Set1
WLQYMNQG_CDS_14498	terminase small subunit	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14499	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14500	head decoration	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14501	major head protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14502	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14503	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14504	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14505	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14506	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14507	single strand DNA binding protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14508	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14509	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14510	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14511	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14512	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14513	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14514	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14515	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14516	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14517	Arc-like repressor	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14518	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14519	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14520	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14521	hypothetical protein	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14522	integrase	ESCO001.0321.00564.C001.PICI.TypeA.Set1
WLQYMNQG_CDS_14523	terminase small subunit	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14524	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14525	spore coat protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14526	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14527	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14528	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14529	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14530	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14531	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14532	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14533	DNA polymerase/primase	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14534	DNA helicase	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14535	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14536	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14537	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14538	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14539	DNA binding protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14540	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14541	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14542	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14543	hypothetical protein	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14544	integrase	STAU002.0321.00387.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14545	integrase	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14546	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14547	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14548	excisionase and transcriptional regulator	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14549	transcriptional repressor	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14550	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14551	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14552	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14553	DNA primase	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14554	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14555	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14556	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14557	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14558	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14559	hypothetical protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14560	major head protein	ESCO001.0321.00069.C001.PICI.TypeB.variant0001.Set2
WLQYMNQG_CDS_14561	integrase	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14562	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14563	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14564	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14565	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14566	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14567	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14568	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14569	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14570	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14571	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14572	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14573	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14574	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14575	single strand DNA binding protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14576	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14577	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14578	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14579	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14580	major head protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14581	head decoration	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14582	hypothetical protein	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14583	terminase small subunit	ESCO001.0321.01272.C001.PICI.TypeA.Set2
WLQYMNQG_CDS_14584	terminase small subunit	STCO003.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14585	hypothetical protein	STCO003.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14586	hypothetical protein	STCO003.0321.00001.C001.PICI.TypeB.variant0002.Set1
WLQYMNQG_CDS_14587	hypothetical protein	STCO003.0321.00001.C001.PICI.TypeB.variant0002.Set1
