Description	Count	contig
CARD_AMR_Genes	0	MYTU002.0321.00266.C001.PICI.TypeB.variant0003.Set1
CDS	19	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
connector	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
head and packaging	1	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
integration and excision	2	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
lysis	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
other	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
tail	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
transcription regulation	1	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
unknown function	14	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	ESCO001.0321.00847.C001.PICI.TypeB.variant0001.Set1
CDS	13	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
unknown function	8	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00120.C001.PICI.TypeB.variant0004.Set1
CDS	24	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
connector	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	3	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
lysis	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
other	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
tail	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
transcription regulation	2	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
unknown function	16	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STCA006.0321.00004.C001.PICI.TypeB.variant0002.Set2
CDS	22	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
connector	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
integration and excision	1	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
lysis	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
other	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
tail	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
transcription regulation	1	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
unknown function	16	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	ESCO001.0321.00393.C001.PICI.TypeB.variant0003.Set1
CDS	12	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
unknown function	7	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00260.C001.PICI.TypeB.variant0003.Set1
CDS	8	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
connector	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
DNA, RNA and nucleotide metabolism	1	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
head and packaging	1	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
integration and excision	2	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
lysis	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
moron, auxiliary metabolic gene and host takeover	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
other	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
tail	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
transcription regulation	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
unknown function	4	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
tRNAs	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
CRISPRs	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
tmRNAs	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
VFDB_Virulence_Factors	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
CARD_AMR_Genes	0	MYPA001.0321.00005.C001.PICI.TypeB.variant0001.Set3
CDS	16	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
unknown function	11	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00129.C001.PICI.TypeB.variant0004.Set1
CDS	16	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
connector	1	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
DNA, RNA and nucleotide metabolism	2	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
head and packaging	4	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
integration and excision	2	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
lysis	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
moron, auxiliary metabolic gene and host takeover	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
other	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
tail	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
transcription regulation	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
unknown function	7	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
tRNAs	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
CRISPRs	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
tmRNAs	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
VFDB_Virulence_Factors	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
CARD_AMR_Genes	0	MYAL002.0321.00001.C001.PICI.TypeB.variant0001.Set2
CDS	13	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
unknown function	8	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00012.C001.PICI.TypeB.variant0004.Set1
CDS	20	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
connector	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
DNA, RNA and nucleotide metabolism	4	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
head and packaging	2	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
integration and excision	1	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
lysis	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
moron, auxiliary metabolic gene and host takeover	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
other	1	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
tail	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
transcription regulation	1	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
unknown function	11	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
tRNAs	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
CRISPRs	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
tmRNAs	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
VFDB_Virulence_Factors	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
CARD_AMR_Genes	0	STLU004.0321.00010.C001.PICI.TypeB.variant0002.Set2
CDS	23	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	2	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
other	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
transcription regulation	2	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
unknown function	13	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00552.C001.PICI.TypeB.variant0002.Set1
CDS	13	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
connector	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
DNA, RNA and nucleotide metabolism	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
head and packaging	3	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
integration and excision	2	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
lysis	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
other	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
tail	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
transcription regulation	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
unknown function	8	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
tRNAs	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
CRISPRs	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
tmRNAs	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
CARD_AMR_Genes	0	MYTU002.0321.00030.C001.PICI.TypeB.variant0003.Set1
CDS	13	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
connector	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
head and packaging	3	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
integration and excision	1	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
lysis	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
other	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
tail	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
transcription regulation	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
unknown function	8	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
tRNAs	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
CRISPRs	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
tmRNAs	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
VFDB_Virulence_Factors	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
CARD_AMR_Genes	0	MYTU002.0321.00254.C001.PICI.TypeB.variant0004.Set2
CDS	24	ESCO001.0321.00099.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	1	ESCO001.0321.00099.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.00099.C001.PICI.TypeA.Set1
integration and excision	1	ESCO001.0321.00099.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
transcription regulation	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
unknown function	19	ESCO001.0321.00099.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.00099.C001.PICI.TypeA.Set1
CDS	13	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
connector	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
DNA, RNA and nucleotide metabolism	1	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
head and packaging	3	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
integration and excision	1	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
lysis	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
moron, auxiliary metabolic gene and host takeover	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
other	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
tail	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
transcription regulation	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
unknown function	8	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
tRNAs	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
CRISPRs	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
tmRNAs	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
VFDB_Virulence_Factors	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
CARD_AMR_Genes	0	MYTU002.0321.00090.C001.PICI.TypeB.variant0004.Set1
CDS	16	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
connector	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
head and packaging	3	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
integration and excision	1	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
lysis	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
other	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
tail	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
transcription regulation	1	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
unknown function	11	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	MYSP009.0321.00001.C001.PICI.TypeB.variant0001.Set1
CDS	27	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
connector	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
DNA, RNA and nucleotide metabolism	3	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
head and packaging	2	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
integration and excision	1	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
lysis	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
moron, auxiliary metabolic gene and host takeover	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
other	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
tail	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
transcription regulation	1	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
unknown function	20	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
tRNAs	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
CRISPRs	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
tmRNAs	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
VFDB_Virulence_Factors	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
CARD_AMR_Genes	0	STAU002.0321.00303.C001.PICI.TypeB.variant0002.Set1
CDS	22	ESCO001.0321.00374.C001.PICI.TypeA.Set1
connector	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
DNA, RNA and nucleotide metabolism	2	ESCO001.0321.00374.C001.PICI.TypeA.Set1
head and packaging	3	ESCO001.0321.00374.C001.PICI.TypeA.Set1
integration and excision	1	ESCO001.0321.00374.C001.PICI.TypeA.Set1
lysis	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
other	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
tail	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
transcription regulation	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
unknown function	16	ESCO001.0321.00374.C001.PICI.TypeA.Set1
tRNAs	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
CRISPRs	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
tmRNAs	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
VFDB_Virulence_Factors	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
CARD_AMR_Genes	0	ESCO001.0321.00374.C001.PICI.TypeA.Set1
CDS	18	ESCO001.0321.00378.C001.PICI.TypeA.Set4
connector	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
DNA, RNA and nucleotide metabolism	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
head and packaging	3	ESCO001.0321.00378.C001.PICI.TypeA.Set4
integration and excision	1	ESCO001.0321.00378.C001.PICI.TypeA.Set4
lysis	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
other	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
tail	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
transcription regulation	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
unknown function	14	ESCO001.0321.00378.C001.PICI.TypeA.Set4
tRNAs	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
CRISPRs	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
tmRNAs	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
VFDB_Virulence_Factors	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
CARD_AMR_Genes	0	ESCO001.0321.00378.C001.PICI.TypeA.Set4
CDS	11	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
connector	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
DNA, RNA and nucleotide metabolism	1	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
head and packaging	2	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
integration and excision	2	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
lysis	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
moron, auxiliary metabolic gene and host takeover	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
other	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tail	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
transcription regulation	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
unknown function	6	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tRNAs	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CRISPRs	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
tmRNAs	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
VFDB_Virulence_Factors	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CARD_AMR_Genes	0	ALEH001.0321.00001.C001.PICI.TypeB.variant0001.Set1
CDS	16	ESCO001.0321.00406.C001.PICI.TypeA.Set2
connector	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
DNA, RNA and nucleotide metabolism	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
head and packaging	3	ESCO001.0321.00406.C001.PICI.TypeA.Set2
integration and excision	2	ESCO001.0321.00406.C001.PICI.TypeA.Set2
lysis	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
moron, auxiliary metabolic gene and host takeover	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
other	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
tail	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
transcription regulation	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
unknown function	11	ESCO001.0321.00406.C001.PICI.TypeA.Set2
tRNAs	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
CRISPRs	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
tmRNAs	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
VFDB_Virulence_Factors	0	ESCO001.0321.00406.C001.PICI.TypeA.Set2
